"X","Item.label","English..translation","Item.description","Additional..comments","Response.scale....anchoring","X.1","Conditional.branching","X.2","Where.does.this.item.appear.","X.3","X.4","X.5","X.6","X.7","What.populations.have.the.items.been.used.with.","X.8","X.9","X.10","X.11","X.12","X.13","X.14","Which.datasets.does..this.item.appear.in.","Contact.person.for.each.dataset....Email","Are.datasets.","X.15","X.16","X.17","Citation.s..for.each.item.group.of.items","Adapted.from.an.existing.item...Optional.","Reference.for.existing.item..Optional.","How.have.items.been..administered..e.g..pen.paper...phone..PalmPilot..etc.","How.long.after.the..beep.could.begin.filling.out.the.item.","Psychometrics..optional.","X.18","Remarks..optional.","X.19","X.20","X.21"
"","ik kan dit goed","i am good at this","experience of physical context","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","this item may require additional explanation, such as: ""this item refers to what you were doing before the moment of the beep. it does not refer to your experience answering these questions.""",""
"","ik ben actief bezig","i am actively engaged","experience of physical context","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","this item may require additional explanation, such as: ""this item refers to what you were doing before the moment of the beep. it does not refer to your experience answering these questions. this item can refer to being mentally engaged or physically engaged.""",""
"","waar ben je?","where are you?","physical context","","op school (at school) - thuis (at home) - bij vriend(en) (at friendsﾒ place) - bij andere familie dan thuis (other family than home) - op de fiets/in de auto/in de bus/in de trein (public transport) - ergens anders binnen (other indoors) ﾖ ergens anders buiten (other outdoors)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","ik ben moe","i am tired","physiological state","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","maes, i., delespaul, p. a., peters, m. l., white, m. p., van horn, y., schruers, k., ... & joore, m. a. (2013). measuring health-related quality of life by experiences: the experience sampling method.","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","ik heb honger","i am hungry","physiological state","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","collip, d., nicolson, n. a., lardinois, m., lataster, t., van os, j., & myin-germeys, i. (2011). daily cortisol, stress reactivity and psychotic experiences in individuals at above average genetic risk for psychosis. psychol med, 41(11), 2305-2315. doi:10.1017/s0033291711000602","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","ik voel me niet lekker","i feel physically unwell","physiological state","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","ik heb pijn","i am in pain","physiological state","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","maes, i., delespaul, p. a., peters, m. l., white, m. p., van horn, y., schruers, k., ... & joore, m. a. (2013). measuring health-related quality of life by experiences: the experience sampling method.","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","sinds de vorige beep: heb je eraan gedach om jezelf te verwonden","since the previous beep: have you considered harming yourself?","suicidal ideation / self-harm","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","in welke mate had je tijdens deze gedachten over zelfverwonding de wens om je leven te be�indigen? ","during these self-harm thoughts, how much did you wish to end your life?","suicidal intent","","1 (not at all) - 7 (very much)","","sinds de vorige beep: heb je eraan gedacht om jezelf te verwonden? (have you considered harming yourself?)","score greater than 2 (scale 1-7, 1 = not at all, 7 = very much)","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","heb je hiernaar gehandeld door jezelf opzettelijk te verwonden, pijn te doen of te vergiftigen?","have you actually harmed yourself on purpose by injuring yourself, hurting yourself, or poisoning yourself?","suicidal/self-harm behaviour","","yes - no","","sinds de vorige beep: heb je eraan gedacht om jezelf te verwonden? (have you considered harming yourself?)","score greater than 2 (scale 1-7, 1 = not at all, 7 = very much)","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","sinds de vorige beep heb ik het volgende gebruikt","since the last beep iﾒve used","substance use","","niets (nothing); medicatie (medication); alcohol (alcohol); sigaretten (cigarettes); cannabis (cannabis); andere drugs (other drugs)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","deze beep stoorde me","this beep disturbed me","disturbance","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","this beep is the last beep of the questionnaire."
"","denk aan de belangrijkste situatie voor jou in de komende 2 uur: hoeveel zin heb je in deze situatie?","think about the most important situation for you in the next 2 hours: how much are you looking forward to this situation?","anticipation of pleasure","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","denk aan de belangrijkste situatie voor jou in de komende 2 uur: deze situatie hoort bij de categorie:","think about the most important situation for you in the next 2 hours: this situation belongs tot he following category:","anticipation of pleasure","","lichamelijke inspanning (physical activity) ﾖ school/werk (school/job) ﾖ actieve ontspanning (active relaxation) ﾖ passieve ontspanning (passive relaxation) ﾖ slapen (sleeping) ﾖ iets anders (something else) ﾖ eten/drinken (eating/drinking) ﾖ niets (nothing)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","",""
"","ik voel me tevreden","i feel content","positive affect low arousal","","","1 - 100 (from helemaal niet (not at all) to heel erg (very much))","","","this item was used in a fixed esm design with 5 beeps per day, spaced 3 hours apart.","5","","","","","no","no","yes","no","no","yes","no","patients in remission of major depressive disorder","trans-id afbouw (tapering) & trans-id herstel (recovery)","marieke wichers, m.c.wichers@umcg.nl","no","n.a.","m.c.wichers@umcg.nl","n.a.","snippe, e., helmich, m., kunkels, y. k., riese, h., smit, a., & wichers, m. (2019). esm item documentation. retrieved from osf.io/eqp4y","n.a.","possible citation: feldman barrett, l., & russell, j. (1998). independence and bipolarity in the structure of current affect. journal of personality and social psychology, 74(4), 967-984. doi: 10.1037/0022-3514.74.4.967","phone","30 minutes","n.a.","n.a.","n.a.","n.a.","n.a.","n.a."
"","ik voel me somber ","i feel down","negative affect low arousal","","","1 - 100 (from helemaal niet (not at all) to heel erg (very much))","","","this item was used in a fixed esm design with 5 beeps per day, spaced 3 hours apart.","5","","","","","no","no","yes","no","no","yes","no","patients in remission of major depressive disorder","trans-id afbouw (tapering) & trans-id herstel (recovery)","marieke wichers, m.c.wichers@umcg.nl","no","n.a.","m.c.wichers@umcg.nl","n.a.","snippe, e., helmich, m., kunkels, y. k., riese, h., smit, a., & wichers, m. (2019). esm item documentation. retrieved from osf.io/eqp4y","n.a.","citation unknown","phone","30 minutes","n.a.","n.a.","n.a.","n.a.","n.a.","n.a."
"","ik voel me ge�rriteerd","i feel irritated","negative affect high arousal","","","1 - 100 (from helemaal niet (not at all) to heel erg (very much))","","","this item was used in a fixed esm design with 5 beeps per day, spaced 3 hours apart.","5","","","","","no","no","yes","no","no","yes","no","patients in remission of major depressive disorder","trans-id afbouw (tapering) & trans-id herstel (recovery)","marieke wichers, m.c.wichers@umcg.nl","no","n.a.","m.c.wichers@umcg.nl","n.a.","snippe, e., helmich, m., kunkels, y. k., riese, h., smit, a., & wichers, m. (2019). esm item documentation. retrieved from osf.io/eqp4y","changed wording from ""i feel irritated by something"" to ""i feel irritated""","possible citation: feldman barrett, l., & russell, j. (1998). independence and bipolarity in the structure of current affect. journal of personality and social psychology, 74(4), 967-984. doi: 10.1037/0022-3514.74.4.967","phone","30 minutes","n.a.","n.a.","n.a.","n.a.","n.a.","n.a."
